id,task_type,theme,poem_type,prompt,generated_poem,is_format_correct,num_sentences,char_counts,errors
T0811,theme_generation,明月,五言绝句,"请围绕主题“明月”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",秋水明人鉴，清风写我襟。夜阑无一事，枕上听松吟。,True,4,"[5, 5, 5, 5]",[]
T0812,theme_generation,清风,七言绝句,"请围绕主题“清风”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",江汉波心白，潇湘云脚青。清风明月夜，独棹小舟听。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0813,theme_generation,山水,五言绝句,"请围绕主题“山水”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",春山多秀色，水曲更清幽。烟雨蒙蒙里，人家夜不收。,True,4,"[5, 5, 5, 5]",[]
T0814,theme_generation,江河,七言绝句,"请围绕主题“江河”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",南河与北河，日夜向东流。东海变西海，西山却下水。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0815,theme_generation,大海,五言绝句,"请围绕主题“大海”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",海面云千顷，渔舟一叶浮。秋风忽卷去，孤雁自南流。,True,4,"[5, 5, 5, 5]",[]
T0816,theme_generation,白云,七言绝句,"请围绕主题“白云”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",白云如舞衣，飞动秋汉风。我行在山底，玉色寒蒙蒙。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0817,theme_generation,落日,五言绝句,"请围绕主题“落日”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",海日低残照，江风劲欲吹。归鸿知社近，争向白云飞。,True,4,"[5, 5, 5, 5]",[]
T0818,theme_generation,晚霞,七言绝句,"请围绕主题“晚霞”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",夕阳收尽碧天云，数点残红尚在林。更待日斜烟雨后，西山青出半峰金。,True,4,"[7, 7, 7, 7]",[]
T0819,theme_generation,青山,五言绝句,"请围绕主题“青山”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",我见青山山尽香，山头梅似白玉粧。竹君不语天风细，,False,3,"[7, 7, 7]","[""句数错误：期望 4 句，实际 3 句"", ""第 1 句字数错误：期望 5 字，实际 7 字"", ""第 2 句字数错误：期望 5 字，实际 7 字"", ""第 3 句字数错误：期望 5 字，实际 7 字""]"
T0820,theme_generation,流水,七言绝句,"请围绕主题“流水”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",古井水空冷，沙痕似有苔。此中无复事，犹自遶亭来。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0821,theme_generation,花开,五言绝句,"请围绕主题“花开”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",莫嗟芳草暮，且对菊花开。醉里乾坤大，愁中岁月催。,True,4,"[5, 5, 5, 5]",[]
T0822,theme_generation,落花,七言绝句,"请围绕主题“落花”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",飞絮成泥雨后风，一帘春色又匆匆。杜鹃啼到黄昏月，犹在枝头叫落红。,True,4,"[7, 7, 7, 7]",[]
T0823,theme_generation,杨柳,五言绝句,"请围绕主题“杨柳”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",垂杨生弱绿，散乱随黄鹂。日暮天无云，谁怜独语时。,True,4,"[5, 5, 5, 5]",[]
T0824,theme_generation,孤舟,七言绝句,"请围绕主题“孤舟”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",行尽西江路，归心似乱云。乡关何处在，望外是南熏。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0825,theme_generation,飞鸟,五言绝句,"请围绕主题“飞鸟”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",孤鸿出白水，宿雨洗青冥。长风卷晴云，吹落江汉声。,True,4,"[5, 5, 5, 5]",[]
T0826,theme_generation,寒梅,七言绝句,"请围绕主题“寒梅”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",疏影暗香里，一枝横竹边。不须夸铁石，端合傲霜雪。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0827,theme_generation,竹林,五言绝句,"请围绕主题“竹林”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",何许是龙宫，亭前古木风。石坛空寂寞，犹有茯苓红。,True,4,"[5, 5, 5, 5]",[]
T0828,theme_generation,松柏,七言绝句,"请围绕主题“松柏”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",千岁尚堪封，千秋终不恸。独有老苍龙，枝头泪犹重。。。。。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0829,theme_generation,荷花,五言绝句,"请围绕主题“荷花”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",万朵擎红出，双鸳踏翠浪。风来波面香，散作真珠网。,True,4,"[5, 5, 5, 5]",[]
T0830,theme_generation,枫叶,七言绝句,"请围绕主题“枫叶”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",山脚一重云，江头十顷田。秋风吹不尽，霜落又凄然。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0831,theme_generation,思乡,五言绝句,"请围绕主题“思乡”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",独上西楼望，愁心百结成。斜阳人不见，空复立长亭。,True,4,"[5, 5, 5, 5]",[]
T0832,theme_generation,离别,七言绝句,"请围绕主题“离别”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",风急云不雨，日落月未升。欲往从之者，但觉无行能。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0833,theme_generation,相思,五言绝句,"请围绕主题“相思”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",月澹寒江雪，春生紫禁香。无心恋幽谷，有梦到池塘。,True,4,"[5, 5, 5, 5]",[]
T0834,theme_generation,孤独,七言绝句,"请围绕主题“孤独”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",不识天伦义，争知父子亲。欲求生死处，尽在一生新。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0835,theme_generation,怀古,五言绝句,"请围绕主题“怀古”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",平生豪横气，不吐直语了。醉里作歌呼，声动神禹庙。,True,4,"[5, 5, 5, 5]",[]
T0836,theme_generation,忧愁,七言绝句,"请围绕主题“忧愁”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",愁绪本无根，风来百种生。不因逢酒客，那得似渊明。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0837,theme_generation,喜悦,五言绝句,"请围绕主题“喜悦”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",得道人欢喜，何劳更觅医。欲知真解语，试向此翁前。,True,4,"[5, 5, 5, 5]",[]
T0838,theme_generation,闲适,七言绝句,"请围绕主题“闲适”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",小轩临水一披襟，山色池光共浅深。更著芭蕉筛月影，清风时到夜沉沉。,True,4,"[7, 7, 7, 7]",[]
T0839,theme_generation,感怀,五言绝句,"请围绕主题“感怀”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",欲结茅堂近水边，野人何处不相怜。近来渐觉渔舟少，,False,3,"[7, 7, 7]","[""句数错误：期望 4 句，实际 3 句"", ""第 1 句字数错误：期望 5 字，实际 7 字"", ""第 2 句字数错误：期望 5 字，实际 7 字"", ""第 3 句字数错误：期望 5 字，实际 7 字""]"
T0840,theme_generation,伤春,七言绝句,"请围绕主题“伤春”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",燕子欲归人未归，杜鹃啼得眼垂垂。不知楼上人肠断，多少春风杨柳枝。,True,4,"[7, 7, 7, 7]",[]
T0841,theme_generation,人生,五言绝句,"请围绕主题“人生”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",人生各有业，各业要无亏。但取身心了，何须论苦悲。,True,4,"[5, 5, 5, 5]",[]
T0842,theme_generation,时光,七言绝句,"请围绕主题“时光”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",百年能几许，弹指一过如。莫问华亭鹤，空悲短髪疎。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0843,theme_generation,梦想,五言绝句,"请围绕主题“梦想”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",旧梦今犹在，新愁已不生。山川如未改，心与白鸥轻。,True,4,"[5, 5, 5, 5]",[]
T0844,theme_generation,远方,七言绝句,"请围绕主题“远方”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",水阔天疑地，风高日似年。不知何岁月，东去又西还。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0845,theme_generation,归隐,五言绝句,"请围绕主题“归隐”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",终日思归去，非关厌暑华。秋风未摇落，先有桂花华。,True,4,"[5, 5, 5, 5]",[]
T0846,theme_generation,漂泊,七言绝句,"请围绕主题“漂泊”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",漂泊无归计，蹉跎又一年。自怜犹有在，髀肉已生膻。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0847,theme_generation,壮志,五言绝句,"请围绕主题“壮志”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",壮志空怀久，新秋更怆神。雨催黄落叶，风报早寒砧。,True,4,"[5, 5, 5, 5]",[]
T0848,theme_generation,知己,七言绝句,"请围绕主题“知己”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",相知无外故人里，所贵在心不在耳。谁云世路险于山，青山不隔古来意。,True,4,"[7, 7, 7, 7]",[]
T0849,theme_generation,故人,五言绝句,"请围绕主题“故人”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",故人怜我贫，遗我一枝春。莫作扬州鹤，翻飞入汉津。,True,4,"[5, 5, 5, 5]",[]
T0850,theme_generation,岁月,七言绝句,"请围绕主题“岁月”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",日月如奔箭，光阴似逝川。如何百年内，不饮两三钱。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0851,theme_generation,边塞,五言绝句,"请围绕主题“边塞”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",壮士得黄金，拔劒出匣鸣。誓将荡沙漠，手提奸人头。,True,4,"[5, 5, 5, 5]",[]
T0852,theme_generation,田园,七言绝句,"请围绕主题“田园”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",牛卧烟芜春雨晴，小童耕犊向田行。自嗟白发归何暮，坐使桑麻老弟兄。,True,4,"[7, 7, 7, 7]",[]
T0853,theme_generation,江南,五言绝句,"请围绕主题“江南”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",不似西湖上，湖光接海涯。春来鴈飞尽，犹见越人家。,True,4,"[5, 5, 5, 5]",[]
T0854,theme_generation,长安,七言绝句,"请围绕主题“长安”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",莫爱长安酒家少，试看霜雪上人头。少年未识伤神苦，百种千般总可愁。,True,4,"[7, 7, 7, 7]",[]
T0855,theme_generation,古寺,五言绝句,"请围绕主题“古寺”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",小立庭前久，幽花照影斜。夕阳知我意，归路自相遮。,True,4,"[5, 5, 5, 5]",[]
T0856,theme_generation,夜雨,七言绝句,"请围绕主题“夜雨”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",风雨萧萧晓未分，卧闻鸣树滴清曛。不眠终夕长门锁，愁见宫梅一点春。,True,4,"[7, 7, 7, 7]",[]
T0857,theme_generation,客栈,五言绝句,"请围绕主题“客栈”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",地暖无霜雪，春生草木新。行人方旅食，风物已迎春。,True,4,"[5, 5, 5, 5]",[]
T0858,theme_generation,渡口,七言绝句,"请围绕主题“渡口”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",江边人已稀，烟际雁初下。惟有钓鱼舟，悠悠自相泻。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0859,theme_generation,山村,五言绝句,"请围绕主题“山村”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",不比居城市，溪山特地幽。雨余花径滑，风转麦垅秋。,True,4,"[5, 5, 5, 5]",[]
T0860,theme_generation,渔家,七言绝句,"请围绕主题“渔家”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",野水平添钓客稀，小舟归去月明时。可怜江上多风景，不遣新诗换得诗。,True,4,"[7, 7, 7, 7]",[]
T0861,theme_generation,美酒,五言绝句,"请围绕主题“美酒”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",酌之已醉人，酩酊眠芳草。不见歌与舞，空忆游冶道。,True,4,"[5, 5, 5, 5]",[]
T0862,theme_generation,琴声,七言绝句,"请围绕主题“琴声”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",凤鸣云路阔，龙吟涧壑深。自无俗客听，谁识此中心。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0863,theme_generation,书卷,五言绝句,"请围绕主题“书卷”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",昔人已尽读，今人更重游。一纸空城帖，知我此怀不。,True,4,"[5, 5, 5, 5]",[]
T0864,theme_generation,灯火,七言绝句,"请围绕主题“灯火”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",天寒衣絮落，夜久烛花残。欲作经旬计，何妨更细看。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0865,theme_generation,诗酒,五言绝句,"请围绕主题“诗酒”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",松风吹发短，山色醉中看。一笑相逢处，惟应月共寒。,True,4,"[5, 5, 5, 5]",[]
T0866,theme_generation,征人,七言绝句,"请围绕主题“征人”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",汉月西沉海，胡风北卷沙。征人生入塞，归雁不成行。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0867,theme_generation,游子,五言绝句,"请围绕主题“游子”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",一自别家山，无书到君处。遥夜空忆君，霜风吹锦袂。,True,4,"[5, 5, 5, 5]",[]
T0868,theme_generation,故乡,七言绝句,"请围绕主题“故乡”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",长忆桃源路，春深熟蜜脾。花光如可拾，应免向人迷。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0869,theme_generation,关山,五言绝句,"请围绕主题“关山”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",长亭已过去，征马尚迟迟。不见行人返，空看落日低。,True,4,"[5, 5, 5, 5]",[]
T0870,theme_generation,楼台,七言绝句,"请围绕主题“楼台”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",亭馆何如屋数间，客来时少客来闲。小桥杨柳多烟雨，风急鶑声閙不还。,True,4,"[7, 7, 7, 7]",[]
T0871,theme_generation,晨景,五言绝句,"请围绕主题“晨景”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",星斗粲天衢，河汉浮天表。初霞上林梢，日影沈波底。,True,4,"[5, 5, 5, 5]",[]
T0872,theme_generation,暮景,七言绝句,"请围绕主题“暮景”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",野店酒初熟，江村渔未回。夕阳收晚照，孤鹜背寒来。。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0873,theme_generation,湖上,五言绝句,"请围绕主题“湖上”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",湖水入城中，城影与水色。晚来鱼散时，上下皆空碧。,True,4,"[5, 5, 5, 5]",[]
T0874,theme_generation,溪边,七言绝句,"请围绕主题“溪边”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",春潮生绿涨，日暖落红飞。溪上人初渡，门前草欲肥。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0875,theme_generation,山寺,五言绝句,"请围绕主题“山寺”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",古木多老石，幽人独往来。月明千嶂黑，风急万泉哀。,True,4,"[5, 5, 5, 5]",[]
